Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName,useInstrTrig,useInstrLogExp,useInstrComparison,useInstrExpensiveArithmetic,useInstrZmmul,useInstrLog2Exp2
26,2128,-152.72,-74.83,79.66,-98.97,-94.45,98.17,0.23,3.54,785.61,7.23,15395.98,3,fixedpt,logexp,False,True,True,True,False,False
27,2130,-143.63,-71.01,75.61,-96.07,-93.18,97.06,0.24,3.63,772.67,7.76,16188.83,3,fixedpt,logexp,False,True,True,True,False,False
28,2128,-165.22,-83.42,86.14,-92.13,-86.79,90.54,0.23,3.68,775.96,7.95,16988.91,3,fixedpt,logexp,False,True,True,True,False,False
29,2130,-150.8,-71.9,75.95,-86.79,-86.79,90.54,0.23,3.86,800.8,8.35,17811.5,3,fixedpt,logexp,False,True,True,True,False,False
30,2133,-140.73,-78.51,82.07,-88.53,-83.96,87.71,0.23,3.88,805.16,8.53,18640.52,3,fixedpt,logexp,False,True,True,True,False,False
31,2131,-148.95,-77.53,81.57,-86.78,-84.56,88.31,0.23,4.0,863.67,9.39,19527.34,3,fixedpt,logexp,False,True,True,True,False,False
32,2134,-129.21,-61.66,66.35,-85.89,-84.56,88.31,0.23,4.25,935.22,9.99,20487.7,3,fixedpt,logexp,False,True,True,True,False,False
33,2132,-125.0,-71.87,75.21,-89.9,-86.45,90.04,0.22,4.33,899.44,10.02,21409.28,3,fixedpt,logexp,False,True,True,True,False,False
34,2136,-111.5,-62.8,67.68,-87.09,-76.27,80.22,0.24,4.47,939.96,10.4,22374.99,3,fixedpt,logexp,False,True,True,True,False,False
35,2135,-124.56,-69.4,74.25,-85.35,-83.46,87.4,0.24,4.59,1048.14,9.29,23446.41,3,fixedpt,logexp,False,True,True,True,False,False
36,2140,-124.58,-81.87,85.57,-84.63,-82.76,86.48,0.23,4.62,965.81,10.58,24437.95,3,fixedpt,logexp,False,True,True,True,False,False
37,2146,-115.32,-76.03,80.2,-86.37,-85.27,89.01,0.23,4.5,1002.61,9.22,25464.35,3,fixedpt,logexp,False,True,True,True,False,False
38,2147,-123.94,-70.0,73.09,-87.73,-84.36,88.08,0.23,4.4,914.55,10.57,26402.86,3,fixedpt,logexp,False,True,True,True,False,False
39,2139,-117.8,-71.73,75.44,-82.74,-81.06,84.79,0.23,4.49,1004.46,10.08,27430.14,3,fixedpt,logexp,False,True,True,True,False,False
40,2140,-132.29,-85.89,89.41,-83.7,-80.55,84.12,0.22,4.75,968.48,10.87,28424.5,3,fixedpt,logexp,False,True,True,True,False,False
41,2147,-128.06,-84.59,87.98,-90.34,-84.11,87.84,0.23,4.84,1078.74,11.11,29530.02,3,fixedpt,logexp,False,True,True,True,False,False
42,2143,-121.26,-80.94,84.53,-85.76,-82.11,85.85,0.23,4.84,995.5,10.13,30549.69,3,fixedpt,logexp,False,True,True,True,False,False
43,2145,-123.73,-77.49,80.8,-82.75,-81.2,84.94,0.23,4.74,1036.4,10.83,31610.84,3,fixedpt,logexp,False,True,True,True,False,False
44,2152,-113.73,-71.08,76.21,-83.4,-77.46,81.39,0.24,4.97,1118.15,10.79,32753.96,3,fixedpt,logexp,False,True,True,True,False,False
45,2151,-111.92,-70.83,74.04,-82.21,-81.25,84.99,0.23,4.93,1038.29,10.9,33817.45,3,fixedpt,logexp,False,True,True,True,False,False
46,2150,-114.47,-81.91,85.8,-85.52,-80.24,83.94,0.23,4.87,1073.1,10.65,34915.9,3,fixedpt,logexp,False,True,True,True,False,False
47,2143,-104.95,-70.24,74.29,-82.54,-81.33,85.09,0.23,4.94,1048.79,11.02,35992.08,3,fixedpt,logexp,False,True,True,True,False,False
48,2157,-109.12,-69.73,73.58,-85.03,-81.31,84.56,0.2,5.12,1073.1,11.33,37092.89,3,fixedpt,logexp,False,True,True,True,False,False
49,2154,-116.62,-81.41,85.56,-83.87,-80.86,84.59,0.23,5.29,1044.09,11.11,38162.96,3,fixedpt,logexp,False,True,True,True,False,False
50,2155,-112.59,-73.48,76.82,-86.49,-85.19,88.77,0.22,5.23,1043.91,10.34,39232.78,3,fixedpt,logexp,False,True,True,True,False,False
51,2158,-101.99,-59.68,64.57,-89.71,-89.71,93.33,0.22,5.39,1106.25,10.68,40364.34,3,fixedpt,logexp,False,True,True,True,False,False
52,2159,-106.09,-74.68,77.15,-86.95,-86.22,89.65,0.21,5.37,1042.5,10.92,41433.05,3,fixedpt,logexp,False,True,True,True,False,False
53,2150,-108.81,-72.93,77.82,-86.23,-85.23,88.94,0.23,5.31,1002.99,11.08,42463.57,3,fixedpt,logexp,False,True,True,True,False,False
54,2154,-105.05,-66.89,71.01,-84.65,-80.36,84.32,0.24,5.33,1005.23,10.63,43494.72,3,fixedpt,logexp,False,True,True,True,False,False
55,2151,-109.44,-73.05,76.4,-86.05,-84.27,88.02,0.23,5.1,1007.16,11.33,44528.24,3,fixedpt,logexp,False,True,True,True,False,False
56,2153,-101.47,-64.95,69.41,-85.21,-79.06,83.03,0.24,5.2,1041.16,10.72,45595.03,3,fixedpt,logexp,False,True,True,True,False,False
57,2154,-116.09,-71.99,75.16,-83.25,-81.86,85.76,0.24,5.35,1012.72,11.72,46634.52,3,fixedpt,logexp,False,True,True,True,False,False
58,2160,-100.99,-59.54,63.37,-90.06,-86.75,90.35,0.22,5.33,1036.21,10.4,47695.85,3,fixedpt,logexp,False,True,True,True,False,False
59,2150,-87.07,-58.71,63.01,-86.94,-85.19,88.84,0.22,5.03,983.53,10.5,48703.55,3,fixedpt,logexp,False,True,True,True,False,False
60,2154,-100.57,-64.71,69.96,-87.53,-86.07,89.81,0.23,5.23,1054.31,10.62,49783.23,3,fixedpt,logexp,False,True,True,True,False,False
61,2150,-110.23,-65.13,69.75,-87.05,-84.37,88.17,0.23,5.33,999.55,11.22,50811.09,3,fixedpt,logexp,False,True,True,True,False,False
62,2148,-114.35,-71.16,75.43,-86.65,-80.57,84.31,0.23,5.4,1047.25,11.43,51885.93,3,fixedpt,logexp,False,True,True,True,False,False
63,2146,-117.65,-74.5,79.17,-87.81,-86.81,90.4,0.22,5.45,1026.83,11.37,52940.41,3,fixedpt,logexp,False,True,True,True,False,False
64,2149,-123.74,-80.42,84.06,-81.99,-80.75,84.79,0.25,5.53,1045.61,11.32,54013.23,3,fixedpt,logexp,False,True,True,True,False,False
65,2151,-117.16,-76.73,79.92,-80.5,-78.48,82.37,0.24,5.13,992.04,11.56,55031.78,3,fixedpt,logexp,False,True,True,True,False,False
66,2150,-105.21,-62.93,67.23,-79.52,-78.22,81.78,0.22,5.14,1019.81,11.9,56078.13,3,fixedpt,logexp,False,True,True,True,False,False
67,2147,-118.42,-78.72,82.12,-79.18,-76.14,79.76,0.22,4.91,1010.11,10.36,57115.74,3,fixedpt,logexp,False,True,True,True,False,False
68,2148,-107.27,-71.4,74.83,-81.76,-77.87,81.62,0.23,4.85,1083.81,10.56,58226.43,3,fixedpt,logexp,False,True,True,True,False,False
69,2145,-107.63,-54.11,60.25,-79.62,-77.1,80.8,0.23,4.83,1119.33,10.4,59371.17,3,fixedpt,logexp,False,True,True,True,False,False
70,2145,-122.74,-79.16,82.61,-76.79,-74.55,77.92,0.21,5.12,1059.59,11.32,60458.27,3,fixedpt,logexp,False,True,True,True,False,False
71,2145,-103.03,-60.16,65.42,-77.28,-76.1,80.01,0.24,4.81,1036.6,10.49,61520.48,3,fixedpt,logexp,False,True,True,True,False,False
72,2151,-96.67,-54.12,59.22,-78.22,-76.41,80.13,0.23,4.93,1078.97,10.77,62626.49,3,fixedpt,logexp,False,True,True,True,False,False
73,2157,-104.63,-70.64,75.21,-80.88,-79.68,83.6,0.24,5.04,1087.73,10.88,63741.33,3,fixedpt,logexp,False,True,True,True,False,False
74,2150,-103.34,-65.01,69.71,-81.02,-77.1,80.86,0.23,4.97,1094.79,10.63,64863.42,3,fixedpt,logexp,False,True,True,True,False,False
75,2153,-114.02,-72.52,76.37,-85.17,-82.6,86.16,0.22,4.94,1034.8,10.87,65921.8,3,fixedpt,logexp,False,True,True,True,False,False
76,2153,-106.48,-66.95,71.63,-84.26,-79.14,83.07,0.24,4.99,1146.18,11.28,67093.99,3,fixedpt,logexp,False,True,True,True,False,False
77,2147,-112.51,-68.14,72.08,-81.18,-80.09,83.85,0.23,4.96,1092.49,10.81,68211.06,3,fixedpt,logexp,False,True,True,True,False,False
78,2152,-117.88,-69.84,74.61,-79.0,-76.1,79.68,0.22,4.87,1115.52,10.77,69351.51,3,fixedpt,logexp,False,True,True,True,False,False
79,2147,-104.62,-53.07,58.71,-80.37,-80.19,83.95,0.23,4.97,1138.1,10.4,70515.18,3,fixedpt,logexp,False,True,True,True,False,False
80,2146,-106.49,-56.28,62.8,-76.5,-76.1,79.68,0.22,4.88,1112.52,10.54,71653.03,3,fixedpt,logexp,False,True,True,True,False,False
81,2150,-99.4,-58.71,63.11,-77.71,-73.33,76.73,0.21,4.9,1103.24,11.06,72782.07,3,fixedpt,logexp,False,True,True,True,False,False
82,2153,-109.29,-70.7,74.18,-82.5,-79.14,83.07,0.24,5.03,1095.4,10.81,73903.34,3,fixedpt,logexp,False,True,True,True,False,False
83,2144,-118.82,-72.52,75.19,-79.27,-73.32,76.89,0.22,4.84,1116.52,10.96,75044.11,3,fixedpt,logexp,False,True,True,True,False,False
84,2142,-102.82,-56.09,59.69,-78.45,-76.9,80.54,0.22,4.8,1154.96,10.34,76224.53,3,fixedpt,logexp,False,True,True,True,False,False
85,2141,-111.46,-70.66,74.18,-82.58,-81.06,84.7,0.22,4.68,1081.87,10.45,77331.69,3,fixedpt,logexp,False,True,True,True,False,False
86,2143,-101.97,-52.75,56.08,-76.04,-73.33,76.73,0.21,4.91,1114.9,11.05,78471.69,3,fixedpt,logexp,False,True,True,True,False,False
87,2140,-100.68,-61.45,66.13,-79.47,-74.72,78.26,0.22,4.74,1151.49,10.87,79649.1,3,fixedpt,logexp,False,True,True,True,False,False
88,2141,-112.05,-66.06,70.7,-80.07,-79.65,83.29,0.22,5.01,1121.28,10.93,80794.31,3,fixedpt,logexp,False,True,True,True,False,False
89,2144,-105.59,-69.55,73.14,-75.97,-71.75,75.34,0.22,5.08,1150.69,11.12,81970.33,3,fixedpt,logexp,False,True,True,True,False,False
90,2145,-102.67,-61.41,64.93,-79.14,-76.63,80.09,0.21,5.1,1178.35,11.15,83173.76,3,fixedpt,logexp,False,True,True,True,False,False
91,2151,-113.33,-69.95,73.12,-79.4,-77.27,80.83,0.22,5.21,1096.72,11.75,84297.08,3,fixedpt,logexp,False,True,True,True,False,False
92,2149,-104.21,-62.22,66.15,-80.8,-77.36,81.06,0.23,5.17,1162.13,11.55,85486.68,3,fixedpt,logexp,False,True,True,True,False,False
93,2160,-102.6,-61.0,65.61,-78.68,-74.5,78.07,0.22,5.33,1204.01,11.04,86714.91,3,fixedpt,logexp,False,True,True,True,False,False
94,2164,-101.09,-60.53,64.72,-78.31,-78.28,81.92,0.22,5.27,1202.2,10.49,87942.31,3,fixedpt,logexp,False,True,True,True,False,False
95,2156,-96.49,-57.5,61.92,-77.82,-77.09,80.88,0.23,5.17,1193.86,11.29,89162.13,3,fixedpt,logexp,False,True,True,True,False,False
96,2153,-96.79,-54.61,59.15,-84.23,-84.1,87.08,0.18,5.02,1195.16,11.29,90382.22,3,fixedpt,logexp,False,True,True,True,False,False
97,2140,-100.37,-61.17,64.99,-78.72,-74.43,78.16,0.23,4.84,1157.19,10.68,91564.81,3,fixedpt,logexp,False,True,True,True,False,False
98,2145,-105.0,-67.01,70.71,-78.26,-77.8,81.43,0.22,4.88,1067.68,11.0,92658.37,3,fixedpt,logexp,False,True,True,True,False,False
99,2154,-109.67,-69.03,73.45,-78.67,-76.21,79.97,0.23,5.14,1214.28,12.14,93899.72,3,fixedpt,logexp,False,True,True,True,False,False
0,2009,-414.0,-271.69,271.88,-311.46,-281.11,281.11,0.0,0.0,216.55,2.4,229.35,4,fixedpt,logexp,False,True,True,True,False,False
1,2030,-365.97,-202.12,202.43,-232.18,-216.98,216.98,0.0,1.0,275.34,3.25,516.9,4,fixedpt,logexp,False,True,True,True,False,False
2,2050,-350.43,-166.05,166.05,-191.69,-179.04,179.04,0.0,1.27,316.35,3.81,848.8,4,fixedpt,logexp,False,True,True,True,False,False
3,2065,-355.79,-140.71,140.71,-145.34,-144.94,145.86,0.05,1.63,345.81,2.64,1210.24,4,fixedpt,logexp,False,True,True,True,False,False
4,2080,-335.17,-150.14,150.33,-154.47,-145.53,145.9,0.02,1.82,361.87,2.67,1588.09,4,fixedpt,logexp,False,True,True,True,False,False
5,2081,-329.6,-140.19,140.19,-147.19,-139.11,139.29,0.01,1.96,370.69,3.12,1975.0,4,fixedpt,logexp,False,True,True,True,False,False
6,2082,-302.06,-142.61,144.1,-154.04,-139.11,139.29,0.01,1.96,360.71,4.13,2351.0,4,fixedpt,logexp,False,True,True,True,False,False
7,2092,-249.91,-122.67,124.15,-163.65,-152.66,152.83,0.01,2.0,392.98,4.33,2759.57,4,fixedpt,logexp,False,True,True,True,False,False
8,2098,-252.89,-129.34,130.68,-166.34,-166.09,166.27,0.01,2.41,416.56,4.8,3193.07,4,fixedpt,logexp,False,True,True,True,False,False
9,2106,-237.33,-110.83,112.45,-148.41,-147.26,147.44,0.01,2.75,450.69,5.95,3661.91,4,fixedpt,logexp,False,True,True,True,False,False
10,2112,-214.95,-97.71,99.68,-144.66,-126.71,126.89,0.01,2.94,467.61,6.43,4148.84,4,fixedpt,logexp,False,True,True,True,False,False
11,2116,-214.66,-117.48,118.82,-126.33,-122.3,122.5,0.01,3.39,492.29,6.16,4660.35,4,fixedpt,logexp,False,True,True,True,False,False
12,2125,-208.19,-108.95,112.01,-127.04,-111.24,111.56,0.02,3.61,527.68,6.74,5209.79,4,fixedpt,logexp,False,True,True,True,False,False
13,2127,-195.87,-103.19,104.9,-117.75,-116.93,117.85,0.05,3.78,588.9,7.03,5820.49,4,fixedpt,logexp,False,True,True,True,False,False
14,2131,-206.06,-108.16,109.67,-111.23,-111.21,111.54,0.02,4.38,598.41,7.59,6439.96,4,fixedpt,logexp,False,True,True,True,False,False
15,2131,-170.61,-93.46,94.8,-115.73,-104.16,104.84,0.04,4.28,628.89,9.22,7092.66,4,fixedpt,logexp,False,True,True,True,False,False
16,2136,-196.3,-106.19,108.07,-107.52,-102.56,103.61,0.06,4.43,592.46,8.31,7707.44,4,fixedpt,logexp,False,True,True,True,False,False
17,2135,-188.36,-87.45,89.65,-110.6,-106.88,107.39,0.03,4.53,697.29,9.2,8428.82,4,fixedpt,logexp,False,True,True,True,False,False
18,2134,-165.02,-87.81,90.15,-117.56,-115.42,116.32,0.05,4.29,749.72,7.44,9200.48,4,fixedpt,logexp,False,True,True,True,False,False
19,2130,-178.19,-92.63,95.39,-111.84,-97.79,98.51,0.04,4.5,653.36,8.03,9877.85,4,fixedpt,logexp,False,True,True,True,False,False
20,2136,-179.71,-91.42,93.48,-97.9,-97.79,98.51,0.04,4.65,684.85,7.31,10585.44,4,fixedpt,logexp,False,True,True,True,False,False
21,2138,-173.89,-91.1,93.35,-101.66,-98.04,98.76,0.04,4.83,708.42,7.27,11317.24,4,fixedpt,logexp,False,True,True,True,False,False
22,2137,-163.99,-90.27,94.54,-99.96,-97.79,98.51,0.04,4.63,679.84,7.77,12017.86,4,fixedpt,logexp,False,True,True,True,False,False
23,2138,-173.16,-86.52,89.38,-102.93,-98.15,98.68,0.03,4.88,678.18,9.06,12718.16,4,fixedpt,logexp,False,True,True,True,False,False
24,2145,-186.18,-97.2,99.06,-101.11,-95.62,96.51,0.05,4.9,688.82,8.45,13430.5,4,fixedpt,logexp,False,True,True,True,False,False
25,2146,-167.78,-99.11,100.65,-98.61,-97.7,98.4,0.04,5.06,662.61,8.6,14117.97,4,fixedpt,logexp,False,True,True,True,False,False
26,2140,-156.56,-88.06,90.68,-96.28,-95.62,96.51,0.05,4.95,635.93,8.32,14776.62,4,fixedpt,logexp,False,True,True,True,False,False
27,2140,-167.17,-87.79,90.7,-97.86,-95.62,96.69,0.06,4.92,619.63,8.42,15420.46,4,fixedpt,logexp,False,True,True,True,False,False
28,2138,-173.4,-99.82,101.1,-96.93,-95.37,96.28,0.05,4.97,625.86,8.5,16069.75,4,fixedpt,logexp,False,True,True,True,False,False
29,2144,-165.88,-94.18,96.48,-97.43,-94.38,95.29,0.05,4.97,621.14,8.53,16714.18,4,fixedpt,logexp,False,True,True,True,False,False
30,2144,-142.6,-91.16,93.37,-101.03,-94.87,95.78,0.05,5.03,720.62,8.95,17459.97,4,fixedpt,logexp,False,True,True,True,False,False
31,2139,-156.36,-84.42,86.96,-96.12,-93.52,94.43,0.05,5.02,676.98,8.32,18159.9,4,fixedpt,logexp,False,True,True,True,False,False
32,2140,-141.81,-75.41,77.82,-93.98,-93.16,94.07,0.05,5.03,611.22,8.42,18793.57,4,fixedpt,logexp,False,True,True,True,False,False
33,2140,-148.37,-84.99,88.06,-94.46,-93.06,93.97,0.05,5.14,671.96,8.56,19488.42,4,fixedpt,logexp,False,True,True,True,False,False
34,2142,-161.19,-93.0,95.2,-97.11,-93.96,94.86,0.05,5.14,664.16,8.88,20178.21,4,fixedpt,logexp,False,True,True,True,False,False
35,2140,-149.46,-83.95,86.96,-95.04,-93.29,94.2,0.05,5.33,647.97,8.7,20851.19,4,fixedpt,logexp,False,True,True,True,False,False
36,2141,-152.6,-86.58,89.28,-94.12,-93.29,94.2,0.05,5.17,640.28,8.43,21515.22,4,fixedpt,logexp,False,True,True,True,False,False
37,2142,-138.24,-85.72,88.1,-96.87,-96.38,97.05,0.04,5.16,704.04,8.69,22241.66,4,fixedpt,logexp,False,True,True,True,False,False
38,2141,-151.6,-89.37,91.92,-95.13,-94.7,95.77,0.06,5.27,765.49,8.79,23030.94,4,fixedpt,logexp,False,True,True,True,False,False
39,2144,-139.73,-73.73,75.98,-94.54,-92.66,93.58,0.05,5.22,708.23,9.06,23763.66,4,fixedpt,logexp,False,True,True,True,False,False
40,2146,-140.28,-80.35,83.78,-95.66,-93.74,94.66,0.05,5.31,690.93,8.9,24478.24,4,fixedpt,logexp,False,True,True,True,False,False
41,2147,-136.13,-88.52,91.07,-92.64,-91.97,92.89,0.05,5.33,703.08,9.07,25204.59,4,fixedpt,logexp,False,True,True,True,False,False
42,2145,-140.82,-89.52,92.08,-95.92,-92.66,93.74,0.06,5.25,699.62,9.03,25927.18,4,fixedpt,logexp,False,True,True,True,False,False
43,2151,-133.11,-84.12,86.74,-96.13,-91.48,92.91,0.08,5.41,738.13,9.34,26688.82,4,fixedpt,logexp,False,True,True,True,False,False
44,2152,-126.49,-70.07,73.28,-94.39,-92.19,93.27,0.06,5.43,769.04,9.76,27484.28,4,fixedpt,logexp,False,True,True,True,False,False
45,2152,-132.26,-73.7,76.5,-91.3,-88.56,89.63,0.06,5.72,723.33,9.68,28231.89,4,fixedpt,logexp,False,True,True,True,False,False
46,2151,-132.01,-81.0,83.91,-91.11,-88.56,89.63,0.06,5.51,765.56,9.29,29021.53,4,fixedpt,logexp,False,True,True,True,False,False
47,2159,-136.44,-91.44,93.49,-92.59,-90.42,91.34,0.05,5.57,725.24,9.8,29772.21,4,fixedpt,logexp,False,True,True,True,False,False
48,2155,-113.01,-76.64,79.13,-93.37,-92.5,93.73,0.07,5.5,754.65,9.6,30552.59,4,fixedpt,logexp,False,True,True,True,False,False
49,2152,-116.07,-78.23,81.31,-91.05,-89.88,90.74,0.05,5.5,842.04,10.12,31419.33,4,fixedpt,logexp,False,True,True,True,False,False
50,2153,-120.14,-73.83,77.65,-94.06,-93.79,94.7,0.05,5.66,773.24,9.66,32218.95,4,fixedpt,logexp,False,True,True,True,False,False
51,2151,-139.36,-78.62,81.53,-91.7,-84.34,86.34,0.11,5.65,799.64,9.91,33045.74,4,fixedpt,logexp,False,True,True,True,False,False
52,2153,-129.61,-77.39,79.3,-90.18,-87.6,88.69,0.06,5.58,764.4,9.98,33836.09,4,fixedpt,logexp,False,True,True,True,False,False
53,2148,-122.25,-74.08,76.67,-87.59,-84.34,86.34,0.11,5.66,780.39,9.91,34642.26,4,fixedpt,logexp,False,True,True,True,False,False
54,2149,-124.69,-80.42,83.48,-89.29,-87.6,88.69,0.06,5.53,880.47,10.05,35547.75,4,fixedpt,logexp,False,True,True,True,False,False
55,2148,-134.76,-88.55,90.77,-90.03,-87.6,88.69,0.06,5.88,822.04,10.78,36396.87,4,fixedpt,logexp,False,True,True,True,False,False
56,2147,-131.07,-74.41,77.54,-88.72,-87.6,88.69,0.06,5.7,849.71,9.74,37273.16,4,fixedpt,logexp,False,True,True,True,False,False
57,2154,-134.6,-80.37,83.85,-84.34,-84.34,86.34,0.11,5.63,807.29,9.46,38105.69,4,fixedpt,logexp,False,True,True,True,False,False
58,2159,-113.71,-66.93,68.82,-84.85,-83.56,85.56,0.11,5.66,782.23,9.69,38913.28,4,fixedpt,logexp,False,True,True,True,False,False
59,2158,-127.29,-79.76,83.25,-86.72,-86.13,88.13,0.11,5.98,768.79,10.01,39707.93,4,fixedpt,logexp,False,True,True,True,False,False
60,2152,-129.79,-75.01,77.97,-85.79,-83.88,85.84,0.11,5.67,800.39,10.89,40535.71,4,fixedpt,logexp,False,True,True,True,False,False
61,2154,-119.7,-73.87,77.29,-91.68,-87.19,88.28,0.06,5.77,792.8,10.62,41354.7,4,fixedpt,logexp,False,True,True,True,False,False
62,2155,-126.07,-80.16,83.61,-87.39,-87.39,89.21,0.1,5.79,772.03,10.35,42152.49,4,fixedpt,logexp,False,True,True,True,False,False
63,2156,-130.41,-76.44,79.19,-83.54,-82.71,84.71,0.11,5.71,804.52,10.08,42983.81,4,fixedpt,logexp,False,True,True,True,False,False
64,2154,-128.93,-76.46,80.88,-83.43,-82.71,84.71,0.11,5.7,771.83,9.97,43780.5,4,fixedpt,logexp,False,True,True,True,False,False
65,2154,-129.64,-76.3,79.76,-83.82,-83.6,85.56,0.11,5.75,782.42,10.53,44588.37,4,fixedpt,logexp,False,True,True,True,False,False
66,2160,-144.2,-87.93,90.12,-83.89,-83.6,85.56,0.11,5.9,806.8,10.42,45421.21,4,fixedpt,logexp,False,True,True,True,False,False
67,2156,-132.94,-71.2,74.67,-85.34,-83.95,85.91,0.11,5.77,824.99,10.34,46271.51,4,fixedpt,logexp,False,True,True,True,False,False
68,2153,-126.46,-76.72,79.23,-84.39,-83.95,85.91,0.11,5.87,871.56,10.34,47168.59,4,fixedpt,logexp,False,True,True,True,False,False
69,2154,-123.69,-71.25,74.47,-84.89,-83.22,84.61,0.08,5.77,841.33,10.05,48035.52,4,fixedpt,logexp,False,True,True,True,False,False
70,2150,-129.88,-56.17,60.87,-82.61,-75.68,78.36,0.15,5.71,812.84,9.93,48874.56,4,fixedpt,logexp,False,True,True,True,False,False
71,2157,-135.15,-78.34,81.5,-77.33,-75.68,78.36,0.15,5.7,816.17,9.83,49717.71,4,fixedpt,logexp,False,True,True,True,False,False
72,2154,-134.48,-71.73,76.13,-79.99,-75.68,78.36,0.15,5.8,787.74,9.68,50529.83,4,fixedpt,logexp,False,True,True,True,False,False
73,2159,-126.88,-67.78,72.37,-76.94,-75.68,78.36,0.15,5.81,818.2,9.94,51373.59,4,fixedpt,logexp,False,True,True,True,False,False
74,2155,-133.98,-56.95,61.59,-70.97,-68.37,72.04,0.21,6.06,867.25,9.51,52267.09,4,fixedpt,logexp,False,True,True,True,False,False
75,2156,-120.72,-54.79,59.36,-64.08,-63.2,67.55,0.25,5.74,844.67,10.08,53137.99,4,fixedpt,logexp,False,True,True,True,False,False
76,2153,-127.71,-67.86,72.22,-68.37,-68.37,72.04,0.21,6.03,837.12,9.12,54000.44,4,fixedpt,logexp,False,True,True,True,False,False
77,2153,-118.13,-57.19,62.99,-62.53,-61.11,65.46,0.25,5.53,821.81,9.91,54846.99,4,fixedpt,logexp,False,True,True,True,False,False
78,2154,-116.07,-52.71,58.25,-71.01,-61.93,66.26,0.25,5.64,842.85,9.92,55715.21,4,fixedpt,logexp,False,True,True,True,False,False
79,2156,-150.08,-68.57,72.67,-69.84,-61.93,66.26,0.25,5.94,813.29,10.12,56553.47,4,fixedpt,logexp,False,True,True,True,False,False
80,2157,-131.7,-58.3,62.77,-65.08,-64.54,68.58,0.23,5.98,870.62,9.73,57450.67,4,fixedpt,logexp,False,True,True,True,False,False
81,2151,-121.25,-51.91,57.38,-63.88,-63.62,67.94,0.25,5.99,807.74,10.57,58285.89,4,fixedpt,logexp,False,True,True,True,False,False
82,2155,-112.66,-53.45,58.49,-64.35,-59.55,64.07,0.26,5.81,878.54,10.09,59189.8,4,fixedpt,logexp,False,True,True,True,False,False
83,2154,-125.97,-52.06,57.37,-66.1,-59.54,64.05,0.26,5.81,850.2,10.85,60066.46,4,fixedpt,logexp,False,True,True,True,False,False
84,2154,-130.99,-60.3,65.25,-65.38,-62.53,66.53,0.23,5.9,810.52,10.3,60904.41,4,fixedpt,logexp,False,True,True,True,False,False
85,2156,-130.93,-51.98,58.16,-62.86,-62.85,67.2,0.25,6.16,848.18,9.9,61778.94,4,fixedpt,logexp,False,True,True,True,False,False
86,2151,-129.23,-59.13,63.01,-61.31,-60.3,64.8,0.26,5.94,797.8,11.24,62603.42,4,fixedpt,logexp,False,True,True,True,False,False
87,2156,-122.27,-59.2,63.18,-59.0,-55.84,60.67,0.28,5.91,876.07,10.73,63505.67,4,fixedpt,logexp,False,True,True,True,False,False
88,2146,-125.85,-46.07,51.67,-60.89,-60.12,64.6,0.26,6.05,960.0,11.46,64493.23,4,fixedpt,logexp,False,True,True,True,False,False
89,2158,-125.31,-49.38,55.0,-58.66,-56.01,60.3,0.25,6.25,924.36,11.77,65445.35,4,fixedpt,logexp,False,True,True,True,False,False
90,2155,-132.89,-58.83,63.17,-62.08,-60.06,64.56,0.26,6.5,939.46,11.82,66413.87,4,fixedpt,logexp,False,True,True,True,False,False
91,2156,-132.85,-55.51,60.7,-60.07,-55.84,60.67,0.28,6.26,894.2,13.42,67338.99,4,fixedpt,logexp,False,True,True,True,False,False
92,2151,-128.39,-54.1,58.83,-57.08,-57.08,61.89,0.28,6.43,898.57,13.53,68269.15,4,fixedpt,logexp,False,True,True,True,False,False
93,2149,-118.28,-55.16,60.33,-55.93,-55.03,59.85,0.28,6.32,966.53,13.23,69263.73,4,fixedpt,logexp,False,True,True,True,False,False
94,2152,-103.28,-36.17,43.13,-55.94,-55.84,60.67,0.28,6.24,1011.71,12.15,70304.95,4,fixedpt,logexp,False,True,True,True,False,False
95,2153,-126.38,-61.08,65.48,-56.07,-55.75,60.57,0.28,6.4,950.64,12.97,71284.78,4,fixedpt,logexp,False,True,True,True,False,False
